manufacturer;name;category;subcategory;kgCO2eq (total);use (%);Yearly TEC (kWh);Lifetime;Use Location;date;sources;error (%);Manufacturing;Weight;Assembly Location;Screen size;Server Type;HDD/SSD;RAM;CPU;U;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad P51;Workplace;Laptop;809;32%;;5;US;18/01/2017;https://www.lenovo.com/medias/PCF-ThinkPad-P51.pdf?context=bWFzdGVyfHJvb3R8NDI4MzU3fGFwcGxpY2F0aW9uL3BkZnxoNzEvaDhiLzk0ODYxMDg1OTAxMTAucGRmfDE0MDk4YTIyNjVjNTVmNmM0NzEyN2I1MGU3NjQ1MThjZWNiYWE0NzQ2MzA1MDgwNWZjMDRjY2FlNWYwNjM4MjI;0,12855377;;2,93;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad P52;Workplace;Laptop;498;20%;;5;EU;21/05/2018;https://www.lenovo.com/medias/PCF-ThinkPad-P52.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwzMDYwMTh8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oYzQvaGZiLzk4MDYzNjQ1NDA5NTgucGRmfDFlYzQxYzA2YzhlOTM0NWM2ZTNiMTFiZGRhZWMzNzdhOWM0NjNjNzE0OGFjZDkyNGYwN2E0ZTFhNTVmN2FjZGI;0,234939759;;2,84;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad P71;Workplace;Laptop;937;8%;;Default;US;19/01/2017;https://www.lenovo.com/medias/PCF-ThinkPad-P71.pdf?context=bWFzdGVyfHJvb3R8NjIzOTI1fGFwcGxpY2F0aW9uL3BkZnxoNDQvaGQ2Lzk0ODYxMDk1NDAzODIucGRmfDhiOWIwNmRiODdkODZjYTczNGQyMTA0YmQ4MGZhY2RmNWViYTJmM2I5YmE3MzNhYzVmYzBhNGVlODU4YzM5NDM;0,160085379;;3,4;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad P72;Workplace;Laptop;457;23%;;5;EU;02/08/2018;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/PCF_ThinkPad_P72.pdf;0,199124726;;2,84;CN;17,3;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad S1 Yoga;Workplace;Laptop;360;17%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-S1-Yoga.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMzY4NzZ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oZDEvaGE1LzkzNTIxMzYxMzA1OTAucGRmfDk1ZTdiMTE4MWY1ZjVhMDE3MDlhNTBhOTUzMDFmNDRjNjVlNWU1ODljNWJiNTVjYjc0ZWU0YTk5ZTYyMDkzZTE;0,158333333;;1,648;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad S1 Yoga 4th Gen/X380 Yoga;Workplace;Laptop;246;21%;;6;US;21/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-S1-Yoga-4th-X380-Yoga.pdf;0,211382114;;1,42;CN;13,3;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad S3 Yoga 14;Workplace;Laptop;416;13%;;2;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-S3-Yoga-14.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMTAzODJ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oYjIvaGQ4LzkzNTIxMzY0MjU1MDIucGRmfDY3NWFjZDYyYmQyYjZmOTk0ZDA5OWJmN2MwMDA4ZDk3ZmZkOWRmYTUxZTQxZmRlOWIxZjA4NDNkMWFhNmY0N2I;0,158653846;;1,88;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad S3-S431;Workplace;Laptop;349;15%;;3;US;August 21, 2015;https://www.lenovo.com/medias/PCF-ThinkPad-S3-Yoga-14.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXw3MTU2N3xhcHBsaWNhdGlvbi9wZGZ8c29jaWFsX3Jlc3BvbnNpYmlsaXR5L2g1NS9oMDkvOTQxMzYzMzQ0MTgyMi5wZGZ8Zjc1ZTBhNDE3Y2IxYmVhYzFiYmI1ODRjMjcwOTVjZTE3ODg4MzkwZTgxMGY4YzhjOTcyYjdhMjZmODA0MGVmNA;0,106017192;;1,447;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad S3-S431;Workplace;Laptop;349;15%;;3;US;August 21, 2015;https://www.lenovo.com/medias/PCF-ThinkPad-S431-S3-S431.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMTM4MjR8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oNmQvaDUzLzkzNTIxMzc4MzQ1MjYucGRmfGU1NDI1MDg1ZGYzMGNmYjFhOGRlZGU2OWQwYWI2YTBhMTA1M2RhNjE0YTFkOTMzYTA5ZWRiMjI4ZTY1N2RkMDc;0,106017192;;1,447;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad S3-S440;Workplace;Laptop;342;18%;;3;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-S440-S3-S440.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMjQ3Mzd8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oYjMvaDU3LzkzNTIxMzc5OTgzNjYucGRmfDMwYWY0YWJhN2E4M2U1YjM2OTAzNmVjOTlkNzg4NzVkZWMzMTg2NjgyMjEzMmJkYzkxZjk0YjgxNjE1MzFjNDU;0,105263158;;1,5;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T440;Workplace;Laptop;301;14%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-T440.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMDg0MjV8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oZGIvaDgwLzkzNTIxNDA5ODAyNTQucGRmfDMwNDNjYTNiN2QwZjc5YjMwNmIwNzZjNmYwMzM3NjZmZDE0ZGY5NGE0ZGFlNGM4MzUyN2I0Mjk2ZDI3OWVlOTI;0,159468439;;1,88;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T440s;Workplace;Laptop;315;16%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-T440s.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyNDI3MzZ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oYmEvaDA0LzkzNTIxNDM1MzYxNTgucGRmfDk0MmY0N2M5Y2ZiY2U5MDBmOTZkNWZlN2U3OTRjZWQ2MjgzNjc5YmYzNzcwYzViMWQzYTcxNjQwODVmN2EwM2E;0,152380952;;1,65;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T450s;Workplace;Laptop;471;14%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-ThinkPad-T450s.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMzQ0NzZ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oMzIvaGI0LzkzNTIxNDM4MzEwNzAucGRmfGVlMmI2NWQzOTBiMTQwNDMzYmI0NDUwYWMxYTdkNjdlYzY4ZTQzYmRkZmQ4ZTMxMTU4NDJlYjM4YjQ1MjFmZGY;0,142250531;;1,753;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T460;Workplace;Laptop;359;26%;;Default;US;02/12/2015;https://www.lenovo.com/medias/PCF-ThinkPad-T460.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwzMDUxNjh8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oM2YvaDM4LzkzNTIxNDM5MjkzNzQucGRmfDA1ZGNjYWQ2NmU0MjZiNzM3NGE1NmFjYTkyYTU2YzU1YmIxYTEyYzdmMTM2ODE4YjcwOTVmNDU5NGQ4YmE0OTU;0,175487465;;1,862;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T460s;Workplace;Laptop;461;16%;;Default;US;26/01/2016;https://www.lenovo.com/medias/PCF-ThinkPad-T460s.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXw1NjgwMjZ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oNzAvaGRmLzkzNTIxNDQyMjQyODYucGRmfDc1NWJiZDkxMTUxOThlZGQ1NzQyOGQxOTk4NzZjY2VkN2E3MmY3ZTViNWVmOWZkMTNkNTQzMjJlNWY0NjY0NTc;0,143167028;;1,45;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T470;Workplace;Laptop;393;30%;;5;US;16/11/2016;https://www.lenovo.com/medias/PCF-ThinkPad-T470.pdf?context=bWFzdGVyfEVDTy1QQ0YtTk9URUJPT0t8MTg0NDI1fGFwcGxpY2F0aW9uL3BkZnxFQ08tUENGLU5PVEVCT09LL2gxOC9oMWEvOTQ1MjU3MDE4MTY2Mi5wZGZ8MWM5OWEwNTc5ZTQ0YjFhN2Y1NDliNDMzY2YzYzZiYzMwM2NlNjc2ZDg2NTVkOGVjNzVlNjdjMTRiYTgxODc5Nw;0,155216285;;1,804;CN;14,1;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T470p;Workplace;Laptop;466;25%;;5;notfound;26/12/2016;https://www.lenovo.com/medias/PCF-ThinkPad-T470p.pdf?context=bWFzdGVyfEVDTy1QQ0YtTk9URUJPT0t8NDI0NTYwfGFwcGxpY2F0aW9uL3BkZnxFQ08tUENGLU5PVEVCT09LL2gwOS9oNGUvOTQ1MjU3MDUwOTM0Mi5wZGZ8YmNlMzVmMGQzYTY1NmJhYTFjYTI4ZmE4ODRhNTU5MWJkM2QzMWM1MDZhYTNiYWMxNjQyMWQyZjVlOTIyYWMyMg;0,150214592;;1,817;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T470s;Workplace;Laptop;440;13%;;Default;US;16/01/2017;https://www.lenovo.com/medias/PCF-ThinkPad-T470s.pdf?context=bWFzdGVyfHJvb3R8MzI5NzQyfGFwcGxpY2F0aW9uL3BkZnxoYmEvaDczLzk0ODYxMTExMTMyNDYucGRmfDk5ZGUyYzAyYjIzYWY4MDgzZWZmOTRjZjIwMmMyNWMxZTU2ZTVkOWEwOGJkM2M1NzE3Y2MzZTk2MTViMDU4Mjg;0,145454545;;1,32;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T480;Workplace;Laptop;350;31%;;5;US;25/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-T480.pdf;0,171428571;;1,65;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T480s;Workplace;Laptop;261;26%;;5;US;25/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-T480s.pdf;0,222222222;;1,4;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T490;Workplace;Laptop;421;10%;;5;EU;02/02/2019;https://static.lenovo.com/ww/docs/regulatory/PCF_ThinkPad_T490.pdf;0,256532067;;1,431;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T490,ThinkPad P43s;Workplace;Laptop;421;10%;;5;EU;27/09/2019;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-t490_thinkpad-p43s.pdf;0,256532067;;1,431;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T490s;Workplace;Laptop;304;14%;;5;EU;30/01/2019;https://static.lenovo.com/ww/docs/regulatory/PCF_ThinkPad_T490s.pdf;0,217105263;;1,27;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T495;Workplace;Laptop;233;16%;;5;EU;27/03/2019;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2019/PCF_ThinkPad_T495.pdf;0,407725322;;1,546;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T495s;Workplace;Laptop;307;14%;;5;EU;23/04/2019;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2019/PCF_ThinkPad_T495s.pdf;0,2247557;;1,63;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T540p;Workplace;Laptop;353;23%;;5;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-T540p.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMjYyMTJ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oMjgvaGRkLzkzNTIxNDU1Njc3NzQucGRmfGExMmQ0YTM4NzA0NTJkNDRmZTdkOTliNjhkNjFkMWNjMjNlMTJiZTgwZDcyNzUzNmFlMTBmYzc3NWFkNmE2MjA;0,175637394;;Default;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T550;Workplace;Laptop;345;26%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-ThinkPad-T550.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyNTgwOTh8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oODEvaDk5LzkzNTIxNDU4Mjk5MTgucGRmfDkxNmNiNDRkZjFkYWJkMjgyZDgyMjA3NDc1NGViMTgwOTUzZDcyNTc0MmQzZDQ1MmE2NjQ0YzA3N2MzNDFjNzI;0,168115942;;2,23;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T560, P50s;Workplace;Laptop;475;23%;;Default;US;26/01/2016;https://www.lenovo.com/medias/PCF-ThinkPad-T560-P50s.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXw0NTMzOTd8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oYmEvaGVlLzkzNTIxNDc1OTkzOTAucGRmfDI4MGYzYzQ3OGRhYmNkNzE3OTUxOWZmMGFhNGQyMzk5ZDZkYTBjMDliZTk1ZTQ1NDcyNTRkODQwMDk2NzQ0ZDk;0,149473684;;2,23;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T570 / P51s;Workplace;Laptop;409;32%;;Default;US;15/02/2017;https://www.lenovo.com/us/en/social_responsibility/PCF_ThinkPad_T570_P51s.pdf;0,173594132;;2,04;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T580, ThinkPad P52s;Workplace;Laptop;278;10%;;3;EU;15/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-T580-P52s.pdf;0,294964029;;2,04;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad T590;Workplace;Laptop;433;9%;;5;EU;02/02/2019;https://static.lenovo.com/ww/docs/regulatory/PCF_ThinkPad_T590.pdf;0,258660508;;1,754;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad W540;Workplace;Laptop;455;40%;;5;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-W540.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyNTEyMTF8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oOGUvaDE2LzkzNTIxNDc3NjMyMzAucGRmfDdlYjYyNWQzNTc0MWU4YjZmOGE0MDRhYWRlZjg0NzBkMWYyZjcxODNjNmM4MDYzZWE2MjBkMGJlMmE1MjhmY2Q;0,145054945;;Default;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Carbon;Workplace;Laptop;315;25%;;5;US;September 23, 2015;https://www.lenovo.com/medias/PCF-ThinkPad-X1-Carbon-3rd.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMTMwMzJ8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oMGEvaGZkLzkzNTIxNDg0NTEzNTgucGRmfDkwY2Q5YzM2YTFmMTgzY2FkNDBkNjE5MGE0YTgzYWJkYTdjOWQyYzUxNDc1NjhjZTI2MWZkZTIyYWE0ZmVkZTU;0,184126984;;1,44;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Carbon 5th Gen;Workplace;Laptop;279;17%;;Default;US;15/02/2017;https://www.lenovo.com/medias/PCF-ThinkPad-X1-Carbon-5th.pdf?context=bWFzdGVyfHJvb3R8ODQyMTc0fGFwcGxpY2F0aW9uL3BkZnxoMzcvaDFhLzk0ODYxMTk5Mjc4MzgucGRmfDI3MWFkNWVhNmIzYjIyNGVmMTMxOTI3ZWEzOTUwZGY4NTVmYWE0ZjUyMWY4NzkyOTEzMmRkMTgyZGViYTZjOTY;0,197132616;;1,14;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Carbon 6th Gen;Workplace;Laptop;244;16%;;Default;EU;25/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-X1-Carbon-6th.pdf;0,209016393;;1,134;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Tablet 3rd Gen;Workplace;Laptop;295;23%;;5;WW;25/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-X1-Tablet-3rd.pdf;0,230508475;;0,87;CN;13,3;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Tablet Gen 2;Workplace;Laptop;374;24%;;2;notfound;21/12/2016;https://www.lenovo.com/us/en/social_responsibility/PCF_ThinkPad_X1_Tablet_2nd_Gen.pdf;0,157754011;;1,006;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Yoga;Workplace;Laptop;355;19%;;Default;US;23/11/2015;https://www.lenovo.com/medias/PCF-ThinkPad-X1-Yoga.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMjE3NDh8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oZjMvaGY0LzkzNTIxNDkwNzM5NTAucGRmfDczNDA5NDY3MTU4Y2Y3NzRiMjliZGRlNTEyNGIzODZiOGRiYmQ1OWMwNzk5YjFjYWFjYTkyNTk2ODI0OTM5ZjY;0,174647887;;1,8;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Yoga 2nd Gen;Workplace;Laptop;337;21%;;5;notfound;21/12/2016;https://www.lenovo.com/medias/PCF-ThinkPad-X1-Yoga-2nd.pdf?context=bWFzdGVyfHJvb3R8NzcyMzQzfGFwcGxpY2F0aW9uL3BkZnxoYTAvaGE2Lzk0ODYxNTQ0MzI1NDIucGRmfGZmMDQ0YmE3NDExMWFlMTdmNTQ4NjMzNmNlM2U4NmU1YWNlNDRhMTg1MTBkMzkzZWI4NDQwZDc1MTY0ZDE2ZTk;0,195845697;;1,43;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X1 Yoga 3rd Gen;Workplace;Laptop;264;11%;;3;EU;20/12/2017;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-X1-Yoga-3rd.pdf;0,265151515;;2;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X240;Workplace;Laptop;275;25%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-X240.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMzQ4MDl8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oMzEvaGE4LzkzNTIxNDk3NjIwNzgucGRmfGYyNzBkNzI0NjVlNWVlNGIxMjU2YmExNDVmOGJjMjcwZWM0NmFhMDBiOGNkODAzZDVjNDg5ZWU2ZDJkZjE4ZWM;0,156363636;;1,62;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X240s;Workplace;Laptop;271;25%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-Lenovo-ThinkPad-X240s.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMzk2MTB8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oZDkvaDBhLzkzNTIxNDk1OTgyMzgucGRmfGY1YWRhNzAwOWYyNzQ1MjU2ZmMzMjg3Y2VkZjQ0NTJhYTQxNDgwNDVjZmEyMjIwYTk0ZjI0ODU2NjMxYmIxYzA;0,15498155;;1,286;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X250;Workplace;Laptop;269;24%;;4;US;August 21, 2015;https://www.lenovo.com/medias/PCF-ThinkPad-X250.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyMDkxODB8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oNjQvaDA4LzkzNTIxNTAxODgwNjIucGRmfGFlMDY2ZDExNDYxYTYyMmYzNTg2NjAzNTg5NmJlMWEyZGRlNjBhMGU4NDZjMTdkNjRiMThkMDE3Mjk4OThjNDU;0,156133829;;1,49;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X260;Workplace;Laptop;400;18%;;4;US;02/12/2015;https://www.lenovo.com/medias/PCF-ThinkPad-X260.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwyODkxOTd8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oNjkvaGM4LzkzNTIxNTA3Nzc4ODYucGRmfGRkMjBjMzJkMTg3Y2VkZDMxYjdmYWRkYjMxYzU3YzIwMmU1OGYxNWY0MzU4NWVmZDc1MTBiZGY1Mzc4ODczNGQ;0,135;;1,624;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X270;Workplace;Laptop;668;10%;;5;US;24/11/2016;https://www.lenovo.com/medias/PCF-ThinkPad-X270.pdf?context=bWFzdGVyfEVDTy1QQ0YtTk9URUJPT0t8MTUxNzY3fGFwcGxpY2F0aW9uL3BkZnxFQ08tUENGLU5PVEVCT09LL2g4Yi9oMDAvOTQ1MjU3MjgwMzEwMi5wZGZ8MDcxZjUxYjAwNGIxYzllNDQ5NGYyODM1YzExMTM0YjExODI1YzBjNDM3YmY4MGNkOWZiOTJkNjNiNDQzMDIwYw;0,167664671;;1,58;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X280;Workplace;Laptop;258;23%;;5;US;04/01/2018;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-X280.pdf;0,182170543;;1,261;CN;12,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad X390;Workplace;Laptop;229;15%;;5;EU;27/09/2019;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkpad-x390-update.pdf;0,161572052;;1,22;CN;13,3;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad Yoga 11e 5th Gen /11e 5th Gen;Workplace;Laptop;246;20%;;4;EU;03/01/2018;https://www.lenovo.com/us/en/social_responsibility/PCF-ThinkPad-11e-Yoga-11e-5th.pdf;0,195121951;;1,6;CN;11,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo ThinkPad Yoga 370\xef\xbc\x8cThinkPad S1(3rd Generation);Workplace;Laptop;297;19%;;5;notfound;06/03/2017;https://www.lenovo.com/us/en/social_responsibility/PCF_ThinkPad_Yoga_370_S1_3rd_Gen.pdf;0,181818182;;1,42;CN;;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo YOGA 530-14/FLEX 6-14;Workplace;Laptop;260;24%;;5;US;09/03/2018;https://www.lenovo.com/us/en/pdf/social_responsibility/PCF_YOGA_530-14_FLEX_6-14.pdf;0,207692308;;1,67;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo Yoga Creator 7 15;Workplace;Laptop;329;25%;;5;US;20/04/2020;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-yoga-creator-7-15.pdf;0,191489362;;1,925;CN;15,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo Yoga Slim 7-14/IdeaPad Slim 7-14;Workplace;Laptop;238;24%;;5;US;30/12/2019;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-ideapad-slim-7-14_yoga-slim-7-14.pdf;0,197478992;;1,44;CN;14;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo 10DQD \xe2\x80\x93 Tiny-in-One 23;Workplace;Monitor;331;43%;;3;EU;August 21, 2015;https://www.lenovo.com/medias/PCF-Tiny-in-One-23.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwxOTIwNTN8YXBwbGljYXRpb24vcGRmfHNvY2lhbF9yZXNwb25zaWJpbGl0eS9oZGQvaDI5Lzk0MTA2MjM4OTc2MzAucGRmfGM2ZDAzNjM2ZTk1MGRiM2U2M2Y5MjY5MjlmOGU3Y2ExNzhjY2ZjODVhZGM2ZDM5M2NmOTFkNDY5NWU1MjI3ODY;0,187311178;;7,5;CN;23;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo C24-10/D24-10;Workplace;Monitor;343;47%;;5;WW;04/06/2018;https://www.lenovo.com/medias/PCF-Lenovo-D24-10.pdf?context=bWFzdGVyfHNvY2lhbF9yZXNwb25zaWJpbGl0eXwxNDQwMjkzfGFwcGxpY2F0aW9uL3BkZnxzb2NpYWxfcmVzcG9uc2liaWxpdHkvaDRmL2g4Ny85ODA3NjM2ODI0MDk0LnBkZnxiODUwMTNlMTUwYjZhNGZhMWE3ZjFmYWZhMmI1MTRhYjkyMDBkMzMzMjg5ZWFhZmU3NmRhNDc3MjQwYzc5NDQ0;0,329446064;;5,26;CN;23,6;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo C32qc-20/D32qc-20;Workplace;Monitor;569;58%;;5;WW;15/11/2019;https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-c32qc-20_d32qc-20.pdf;0,374340949;;7,36;CN;31,5;;;;;;;;;;;;;;;;;;;
Lenovo;Lenovo D27-20/C27-20;Workplace;Monitor;366;24%;;5;WW;15/07/2019;https://static.lenovo.com/ww/docs/regulatory/PCF-Lenovo-C27-20_D27-20.pdf;0,256830601;;4,82;CN;27;;;;;;;;;;;;;;;;;;;
