manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio
HP,HP EliteOne 1000 G1 27-in 4K UHD All-in-One Business PC,Workplace,Workstation,750.0,,115.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524488.pdf,0.4067,,12.0,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 245 G6 Notebook PC,Workplace,Laptop,265.0,,29.2,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524956.pdf,0.1887,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 250 G6 Notebook PC,Workplace,Laptop,275.0,,30.2,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524954.pdf,0.1818,,2.0,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 256 G6 Notebook PC,Workplace,Laptop,275.0,,30.2,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524955.pdf,0.1818,,2.0,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite x2 1012 G2,Workplace,Monitor,185.0,,27.01,2.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524957.pdf,0.3784,,,China,12.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G3 Non-Touch All-in-One Business PC,Workplace,Workstation,570.0,,99.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524483.pdf,0.4561,,9.9,China,23.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G3 Touch All-in-One Business PC,Workplace,Workstation,570.0,,99.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524484.pdf,0.4561,,9.9,China,23.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N223v 22-in Monitor,Workplace,Monitor,405.0,,35.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524775.pdf,0.284,,2.74,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Pavilion 14 G1 Notebook PC,Workplace,Laptop,265.0,,29.6,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524959.pdf,0.1698,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 430 G5 Notebook PC,Workplace,Laptop,255.0,,25.4,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524961.pdf,0.1765,,1.7,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 470 G5 Notebook PC,Workplace,Laptop,300.0,,31.4,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524960.pdf,0.1833,,2.7,China,17.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 650 G3 Notebook PC,Workplace,Laptop,295.0,,21.79,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524958.pdf,0.1864,,2.7,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP VH240a 23.8-in Monitor,Workplace,Monitor,475.0,,51.1,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524774.pdf,0.2737,,5.0,China,28.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z2 Mini G3 Workstation,Workplace,Workstation,520.0,,67.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525208.pdf,0.3173,,3.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z22n G2 21.5-inch Monitor,Workplace,Monitor,460.0,,44.6,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524777.pdf,0.2717,,5.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 240 G6 Notebook PC,Workplace,Laptop,260.0,,26.6,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524942.pdf,0.1923,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 255 G6 Notebook PC,Workplace,Laptop,270.0,,31.4,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524952.pdf,0.1852,,2.0,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 G3 Microtower Business PC,Workplace,Workstation,535.0,,81.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524475.pdf,0.3551,,6.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 Pro G3 Microtower Business PC,Workplace,Workstation,535.0,,81.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524478.pdf,0.3551,,6.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 282 Pro G3 Microtower Business PC,Workplace,Workstation,535.0,,81.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524477.pdf,0.3551,,6.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook 11 G5 Education Edition Notebook PC,Workplace,Laptop,230.0,,18.3,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524951.pdf,0.1957,,1.5,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook x360 11 G1 Education Edition,Workplace,Laptop,230.0,,19.9,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524934.pdf,0.1957,,1.6,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite S340c 34-in Curved Display,Workplace,Monitor,565.0,,41.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524770.pdf,0.2566,,12.8,China,34.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 725 G4 Notebook PC,Workplace,Laptop,265.0,,30.6,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524927.pdf,0.1698,,1.5,China,12.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 745 G4 Notebook PC,Workplace,Laptop,280.0,,31.3,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524929.pdf,0.1786,,1.7,China,14.1,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 755 G4 Notebook PC,Workplace,Laptop,295.0,,32.7,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524930.pdf,0.1695,,2.0,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 820 G4 Notebook PC,Workplace,Laptop,240.0,,19.1,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524950.pdf,0.1667,,1.6,China,12.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 840 G4 Notebook PC,Workplace,Laptop,700.0,,18.98,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524943.pdf,0.0643,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 850 G4 Notebook PC,Workplace,Laptop,335.0,,50.0,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524945.pdf,0.1642,,2.08,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1030 G2 Notebook PC,Workplace,Laptop,250.0,,24.4,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524933.pdf,0.18,,1.6,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 35W G3 Desktop Mini Business PC,Workplace,Workstation,355.0,,41.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524473.pdf,0.3521,,2.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 65W G3 Desktop Mini Business PC,Workplace,Workstation,355.0,,41.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524466.pdf,0.3521,,2.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G3 Small Form Factor Business PC,Workplace,Workstation,465.0,,58.2,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524456.pdf,0.3226,,6.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G3 Tower Business PC,Workplace,Workstation,505.0,,70.81,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524463.pdf,0.3366,,7.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay S240n 23.8-in Micro Edge Monitor,Workplace,Monitor,480.0,,53.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524765.pdf,0.2708,,5.3,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G3 Non-Touch GPU All-in-One Business PC,Workplace,Workstation,715.0,,112.3,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524460.pdf,0.4126,,9.9,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G3 Touch GPU All-in-One Business PC,Workplace,Workstation,685.0,,109.8,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524454.pdf,0.438,,10.9,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N220 Display,Workplace,Monitor,435.0,,47.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524754.pdf,0.2874,,3.3,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N220b Display,Workplace,Monitor,435.0,,47.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524756.pdf,0.2874,,3.3,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N240 23.8-in Monitor,Workplace,Monitor,460.0,,54.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524771.pdf,0.2826,,3.6,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N270 27-in Monitor,Workplace,Monitor,500.0,,62.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524772.pdf,0.28,,4.7,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N270c Display,Workplace,Monitor,760.0,,139.2,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524760.pdf,0.3289,,6.2,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G3 Microtower Business PC,Workplace,Workstation,450.0,,56.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524470.pdf,0.3222,,6.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Pro x2 612 G2 Tablet PC,Workplace,Tablet,175.0,,26.3,2.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525192.pdf,0.3714,,,China,12.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 640 G3 Notebook PC,Workplace,Laptop,275.0,,19.9,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524940.pdf,0.1818,,2.4,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 645 G3 Notebook PC,Workplace,Laptop,290.0,,29.7,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524932.pdf,0.1724,,2.3,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 655 G3 Notebook PC,Workplace,Laptop,310.0,,30.2,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524936.pdf,0.1613,,2.6,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 Education Edition G2,Workplace,Laptop,275.0,,13.4,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524953.pdf,0.2182,,1.8,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 G1 Education Edition,Workplace,Laptop,240.0,,16.7,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524931.pdf,0.1875,,1.8,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G3 Desktop Mini Business PC,Workplace,Workstation,350.0,,40.2,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524459.pdf,0.3429,,2.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G4 Microtower Business PC,Workplace,Workstation,485.0,,67.3,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524462.pdf,0.3402,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G4 Small Form Factor Business PC,Workplace,Workstation,470.0,,64.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524461.pdf,0.3404,,5.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 480 G4 Microtower Business PC,Workplace,Workstation,500.0,,72.3,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524464.pdf,0.35,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G3 Desktop Mini Business PC,Workplace,Workstation,350.0,,39.9,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524458.pdf,0.3429,,2.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G3 Microtower Business PC (with PCI slot),Workplace,Workstation,470.0,,61.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524472.pdf,0.3298,,6.5,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDisplay P203 20-inch Monitor,Workplace,Monitor,425.0,,43.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524752.pdf,0.2824,,3.9,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDisplay P223 21.5-inch Monitor,Workplace,Monitor,435.0,,46.1,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524767.pdf,0.2874,,3.7,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDisplay P223a 21.5-inch Monitor,Workplace,Monitor,435.0,,46.1,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524769.pdf,0.2874,,3.7,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G3 Non-Touch All-in-One Business PC,Workplace,Workstation,420.0,,64.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524481.pdf,0.4048,,6.8,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G3 Touch All-in-One Business PC,Workplace,Workstation,425.0,,64.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524479.pdf,0.4,,7.5,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 600 G3 Non-Touch All-in-One Business PC,Workplace,Workstation,475.0,,73.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524455.pdf,0.4105,,7.7,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Stream 14 Pro G3 Notebook PC,Workplace,Laptop,230.0,,18.5,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524938.pdf,0.1957,,1.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V244a 23.8-inch Monitor,Workplace,Monitor,430.0,,41.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524763.pdf,0.2791,,4.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V273 27-inch Monitor,Workplace,Monitor,475.0,,46.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524761.pdf,0.2737,,5.3,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V273a 27-in Monitor,Workplace,Monitor,475.0,,46.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524762.pdf,0.2737,,5.4,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP VH24 23.8-inch Monitor,Workplace,Monitor,470.0,,46.2,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524758.pdf,0.266,,6.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 14u G4 Mobile Workstation,Workplace,Laptop,700.0,,18.9,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524944.pdf,0.0643,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15u G4 Mobile Workstation,Workplace,Laptop,335.0,,50.0,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524947.pdf,0.1642,,2.08,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 17 G4 Mobile Workstation,Workplace,Laptop,510.0,,47.7,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524937.pdf,0.1569,,4.3,China,17.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt20 Mobile Thin Client,Workplace,Monitor,275.0,,24.7,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524935.pdf,0.1818,,2.3,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt43 Mobile Thin client,Workplace,Monitor,280.0,,31.3,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524949.pdf,0.1786,,1.8,China,14.1,,,,,,2022-09-15,HP Auto Parser,,
HP,HP t310 G2 Zero Client,Workplace,Workstation,110.0,,35.0,5.0,Worldwide,,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525198.pdf,0.3636,,1.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,Sprout Pro by HP G2,Workplace,Monitor,995.0,,184.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524452.pdf,0.4774,,15.6,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 255 G6 Notebook PC,Workplace,Laptop,270.0,,31.4,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524966.pdf,0.1852,,2.0,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15 G4 Mobile Workstation,Workplace,Laptop,400.0,,37.51,4.0,WW,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524965.pdf,0.2125,,3.2,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 800 G3 Touch All-in-One,Workplace,Workstation,710.0,,110.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524491.pdf,0.493,,11.0,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite x2 1012 G2 Tablet,Workplace,Tablet,198.0,,27.0,2.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525194.pdf,0.298,,1.2,China,12.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP HC240 Healthcare 24-inch Display,Workplace,Monitor,780.0,,62.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524796.pdf,0.2179,,6.4,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 G1 Education Edition,Workplace,Laptop,240.0,,16.7,4.0,WW,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524963.pdf,0.1875,,1.9,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
