manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio
HP,HP ZHAN 66 Pro 15 G3 Notebook PC,Workplace,Laptop,285.0,,16.8,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525076.pdf,0.1754,,2.3,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro A G1 R MT,Workplace,Workstation,625.0,,85.06,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524643.pdf,0.288,,5.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro G1 MT,Workplace,Workstation,540.0,,60.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524651.pdf,0.2593,,5.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro G2 23.5-in All-in-One,Workplace,Workstation,575.0,,82.1,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524639.pdf,0.3652,,7.7,China,23.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 99 Pro G1 R MT Business PC,Workplace,Workstation,1120.0,,218.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524660.pdf,0.3527,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zhan 66 Pro 13 G2 Notebook PC,Workplace,Laptop,325.0,,,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525072.pdf,0.1846,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zhan 66 Pro 14 G2 Notebook PC,Workplace,Laptop,325.0,,,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525071.pdf,0.1846,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zhan 66 Pro 15 G2 Notebook PC,Workplace,Laptop,325.0,,,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525073.pdf,0.1846,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 340 G7 Notebook PC,Workplace,Laptop,320.0,,31.37,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525081.pdf,0.1719,,1.85,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 348 G7 Notebook PC,Workplace,Laptop,320.0,,31.37,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525082.pdf,0.1719,,1.85,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Desktop Pro A G2,Workplace,Workstation,750.0,,125.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524683.pdf,0.3133,,4.94,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 836 G6 Notebook PC,Workplace,Laptop,320.0,,17.2,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525083.pdf,0.1875,,1.76,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 840 G5 Notebook PC,Workplace,Laptop,290.0,,28.8,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525084.pdf,0.1724,,2.0,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P241v Display,Workplace,Monitor,655.0,,45.3,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524864.pdf,0.1985,,4.12,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V194 18.5-inch Monitor,Workplace,Monitor,480.0,,28.19,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524865.pdf,0.2292,,2.7,China,18.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V19b Monitor,Workplace,Monitor,540.0,,41.26,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524866.pdf,0.2315,,2.59,China,23.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro G1 MT,Workplace,Workstation,750.0,,125.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524686.pdf,0.3133,,4.94,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN X 13 G2 Notebook PC,Workplace,Laptop,335.0,,14.5,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525085.pdf,0.1642,,1.69,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 G6 Education Edition,Workplace,Laptop,310.0,,9.89,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525080.pdf,0.1935,,1.7,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook 11A G8 Education Edition,Workplace,Laptop,235.0,,16.4,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525079.pdf,0.2128,,1.5,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite Dragonfly Notebook pc,Workplace,Laptop,210.0,,16.4,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525077.pdf,0.2143,,1.4,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 430 G7 Notebook PC,Workplace,Laptop,315.0,,13.44,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525078.pdf,0.1905,,1.9,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 705 G5 SFF,Workplace,Workstation,535.0,,75.9,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524630.pdf,0.2897,,4.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 G5 Education Edition,Workplace,Laptop,235.0,,9.9,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525067.pdf,0.1915,,1.7,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt45,Workplace,Monitor,295.0,,18.0,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525066.pdf,0.2034,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook x360 11 G3 Education Edition,Workplace,Laptop,220.0,,10.79,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525057.pdf,0.2045,,0.35,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook 14 G6,Workplace,Laptop,290.0,,11.85,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525056.pdf,0.2241,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 470 G7 Notebook PC,Workplace,Laptop,370.0,,19.7,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525001.pdf,0.1622,,2.8,China,17.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 405 G4 SFF,Workplace,Workstation,645.0,,83.9,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524542.pdf,0.2558,,4.9,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 290 G2 MT Business PC,Workplace,Workstation,970.0,,171.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524544.pdf,0.3196,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 705 G5 Desktop Mini,Workplace,Workstation,630.0,,98.79,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524540.pdf,0.3016,,2.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Desktop Pro G3,Workplace,Workstation,551.0,,67.29,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524539.pdf,0.2541,,5.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P22h G4 21.5-inch Monitor,Workplace,Monitor,530.0,,35.99,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524820.pdf,0.2264,,4.5,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P27h G4 27-inch Monitor,Workplace,Monitor,590.0,,47.06,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524821.pdf,0.2288,,5.6,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP S430c 43.4” Curved Monitor,Workplace,Monitor,970.0,,116.1,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524822.pdf,0.2371,,15.7,China,43.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 340S G7 Notebook PC,Workplace,Laptop,320.0,,14.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525000.pdf,0.1719,,1.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 440 G7 Notebook PC,Workplace,Laptop,345.0,,17.85,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524997.pdf,0.1739,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 450 G7 Notebook PC,Workplace,Laptop,345.0,,16.8,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524999.pdf,0.1739,,2.3,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook Enterprise x360 14E G1,Workplace,Laptop,240.0,,16.61,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524995.pdf,0.2083,,0.36,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E273d Monitor,Workplace,Monitor,726.0,,76.74,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524819.pdf,0.2314,,3.3,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook Enterprise 14A G5,Workplace,Laptop,225.0,,15.6,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524994.pdf,0.2,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP E344c Curved Monitor,Workplace,Monitor,700.0,,96.7,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524818.pdf,0.2786,,10.0,China,34.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP t640 Thin Client,Workplace,Workstation,310.0,,163.6,5.0,Worldwide,,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525200.pdf,0.4032,,2.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Engage Flex Pro-C,Workplace,Workstation,580.0,,85.2,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525203.pdf,0.2931,,5.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP t740 Thin Client,Workplace,Workstation,185.0,,80.1,5.0,Worldwide,,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525202.pdf,0.3784,,2.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Mini-in-One 23.8-inch Display,Workplace,Monitor,650.0,,54.1,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524841.pdf,0.2154,,7.65,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Engage Go mobile system,Workplace,Monitor,235.0,,20.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525031.pdf,0.1915,,1.5,China,12.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1030 G4 Notebook PC,Workplace,Laptop,340.0,,17.5,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525030.pdf,0.1765,,1.5,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15 G6 Mobile Workstation,Workplace,Laptop,385.0,,43.4,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525028.pdf,0.1688,,2.9,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G5 SFF,Workplace,Workstation,345.0,,20.77,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524560.pdf,0.2754,,1.5,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G6 SFF,Workplace,Workstation,515.0,,48.1,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524559.pdf,0.3107,,5.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G5 PCI MT,Workplace,Workstation,645.0,,66.6,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524557.pdf,0.2481,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G5 20-inch AIO,Workplace,Monitor,555.0,,82.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524555.pdf,0.3874,,7.7,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G5 Desktop Mini,Workplace,Workstation,470.0,,60.9,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524571.pdf,0.266,,2.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G5 Desktop Mini,Workplace,Workstation,320.0,,18.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524569.pdf,0.2969,,2.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G5 Desktop Mini,Workplace,Workstation,300.0,,17.4,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524575.pdf,0.2333,,2.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 600 G5 21.5-in All-in-One,Workplace,Workstation,660.0,,93.31,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524577.pdf,0.2727,,1.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro G2 21.5-in All-in-One,Workplace,Workstation,660.0,,93.31,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524573.pdf,0.2727,,1.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G5 TWR,Workplace,Workstation,535.0,,65.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524564.pdf,0.271,,1.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 880 G5 TWR,Workplace,Workstation,535.0,,65.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524566.pdf,0.271,,1.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z1 Entry Tower G5,Workplace,Workstation,535.0,,65.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524568.pdf,0.271,,1.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1040 G6 Notebook PC,Workplace,Laptop,230.0,,18.1,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525027.pdf,0.1957,,1.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G5 MT,Workplace,Workstation,620.0,,61.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524562.pdf,0.2419,,6.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G6 MT,Workplace,Workstation,718.0,,113.8,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524554.pdf,0.2967,,1.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 745 G6 Notebook PC,Workplace,Laptop,295.0,,18.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525026.pdf,0.2034,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G5 SFF,Workplace,Workstation,657.0,,75.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524553.pdf,0.2496,,5.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 830 G6 Notebook PC,Workplace,Laptop,230.0,,14.7,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525024.pdf,0.1957,,1.6,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 640 G5 Notebook PC,Workplace,Laptop,250.0,,15.4,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525025.pdf,0.18,,2.1,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 650 G5 Notebook PC,Workplace,Laptop,260.0,,15.1,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525023.pdf,0.1923,,2.5,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E324q 32-inch Monitor,Workplace,Monitor,490.0,,82.44,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524839.pdf,0.2653,,10.7,China,31.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 850 G6,Workplace,Laptop,280.0,,22.83,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525022.pdf,0.1607,,2.1,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15u G6 Mobile Workstation,Workplace,Laptop,280.0,,22.83,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525021.pdf,0.1786,,2.1,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 830 G6 Notebook PC,Workplace,Laptop,292.0,,17.2,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525020.pdf,0.2432,,2.0,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 840 G6 Notebook PC,Workplace,Laptop,375.0,,22.9,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525019.pdf,0.1733,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G5 23.8-in All-in-One,Workplace,Workstation,725.0,,121.0,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524552.pdf,0.4345,,10.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G5 23.8-in Healthcare Edition All-in-One,Workplace,Workstation,595.0,,84.7,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524550.pdf,0.3697,,10.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 14u G6 Mobile Workstation,Workplace,Laptop,375.0,,22.9,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525018.pdf,0.1733,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 405 G4 Desktop Mini PC,Workplace,Workstation,515.0,,63.2,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524548.pdf,0.2913,,2.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP t240 Thin Client,Workplace,Workstation,95.0,,15.1,5.0,Worldwide,,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525201.pdf,0.4737,,1.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E223d 21.5-inch Docking Monitor,Workplace,Monitor,510.0,,59.1,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524837.pdf,0.2745,,5.0,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P204v 19.5-inch Monitor,Workplace,Monitor,415.0,,35.5,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524835.pdf,0.2892,,3.0,China,19.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P274 27-inch Monitor,Workplace,Monitor,450.0,,44.9,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524833.pdf,0.2778,,5.1,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P244 23.8-inch Monitor,Workplace,Monitor,415.0,,36.4,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524831.pdf,0.2771,,4.2,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 745 G5 Notebook PC,Workplace,Laptop,290.0,,29.0,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525017.pdf,0.1724,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E243d 23.8-in Monitor,Workplace,Monitor,565.0,,73.9,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524829.pdf,0.2832,,6.5,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 445R G6 Notebook PC,Workplace,Laptop,250.0,,22.1,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525015.pdf,0.18,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 455R G6 Notebook PC,Workplace,Laptop,260.0,,21.2,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525016.pdf,0.1731,,2.2,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P204 19.5-inch Monitor,Workplace,Monitor,415.0,,42.2,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524827.pdf,0.2892,,3.3,China,19.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P174 17-inch Monitor,Workplace,Monitor,385.0,,32.9,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524826.pdf,0.3506,,2.8,China,17.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P224 21.5-inch Monitor,Workplace,Monitor,400.0,,34.2,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524825.pdf,0.275,,3.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook 11 G7 Education Edition,Workplace,Laptop,205.0,,8.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525014.pdf,0.1951,,1.6,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook x360 11 G2 Education Edition,Workplace,Laptop,365.0,,9.8,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525013.pdf,0.1918,,1.7,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 G4 Education Edition,Workplace,Laptop,240.0,,14.9,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525012.pdf,0.1875,,1.8,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 830 G5 Notebook PC,Workplace,Laptop,230.0,,14.9,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525011.pdf,0.1957,,16.0,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Engage One Prime All-in-One System,Workplace,Workstation,370.0,,39.2,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524546.pdf,0.2973,,4.0,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E243p Monitor,Workplace,Monitor,525.0,,48.4,5.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524824.pdf,0.2667,,6.8,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 245 G7 Notebook PC,Workplace,Laptop,275.0,,25.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525009.pdf,0.1818,,1.9,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 250 G7 Notebook PC,Workplace,Laptop,275.0,,25.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525008.pdf,0.1818,,2.3,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 255 G7 Notebook PC,Workplace,Laptop,275.0,,25.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525010.pdf,0.1818,,2.5,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ChromeBook x360 14 G1,Workplace,Laptop,230.0,,16.6,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525007.pdf,0.1957,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook 11A G6 EE,Workplace,Laptop,215.0,,14.5,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525006.pdf,0.186,,1.5,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1030 G3 Notebook PC,Workplace,Laptop,235.0,,21.94,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525005.pdf,0.1915,,1.5,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 645 G4 Notebook PC,Workplace,Laptop,295.0,,35.3,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525002.pdf,0.1695,,2.4,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 11 G3 Education Edition,Workplace,Laptop,235.0,,13.9,4.0,Worldwide,2019,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525003.pdf,0.1915,,1.7,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook x360 440 G1,Workplace,Laptop,240.0,,17.03,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525004.pdf,0.1875,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP RP9 G1 AiO Retail System Model 9115,Workplace,Monitor,505.0,,67.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524493.pdf,0.3564,,8.9,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP RP9 G1 AiO Retail System Model 9118,Workplace,Monitor,465.0,,73.8,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524495.pdf,0.4086,,10.2,China,18.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1040 G5 Notebook PC,Workplace,Laptop,255.0,,19.0,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524970.pdf,0.1765,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 430 G6 Notebook PC,Workplace,Laptop,240.0,,18.8,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524968.pdf,0.1875,,1.7,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
